LocationNormalized,CustomerID,total_spent,transactions,city_rank
RAILWAY STATION NAVI MUMBAI,C7432343,8256.0,1,1
CHINCHWAD PUNE,C5642555,8255.76,1,1
HOBBLI BANGALORE,C1531127,8254.0,1,1
ASHOK NAGAR MUMBAI,C4481470,8252.0,1,1
SRI GANGANAGAR,C9025118,8249.0,1,1
DHOLAR MOTI DAMAN,C5433551,8233.0,1,1
PHOENIX,C4744681,8200.0,1,1
ROAD TIRUPUR,C4913887,8200.0,1,1
SPRING HILL,C5013449,8200.0,1,1
AHMEDGARH,C6932933,8199.0,1,1
SECTOR-9 MIRA ROAD E THANE,C5642353,8199.0,1,1
HAUZ KHAS,C1613287,8195.0,1,1
ROAD POWAI MUMBAI,C6637230,8191.0,1,1
JAUNPUR,C4056745,8166.0,1,1
BORIVALI (E) MUMBAI,C4332391,8161.74,1,1
BUS DEPOT MUMBAI,C5330064,8160.0,1,1
ANDHRA PRADESH,C2833651,8159.0,1,1
KARUR,C7514267,8133.0,1,1
CENTER MUMBAI,C2111417,8126.0,1,1
LEIDEN,C3613845,8125.96,1,1
GURU NANAK DEV JI AMRITSAR,C8739063,8125.0,1,1
MKT NAVI MUMBAI,C8526759,8125.0,1,1
DIST ANAND SANDESHAR,C4040834,8113.11,1,1
MARG LOWER PAREL  MUMBAI,C5434186,8109.0,1,1
ANTOP HILL MUMBAI,C2214380,8100.0,1,1
JALOR,C7941137,8100.0,1,1
KECHINNAYYAPALEM EAST GODAVARI,C8933638,8100.0,1,1
MIRAROAD THANE THANE,C1267012,8100.0,1,1
PULIYOOR,C2439750,8100.0,1,1
EAST THANE,C8836964,8087.0,1,1
(WEST) MUMBAI,C3712334,8085.0,1,1
SHYAMDHAM TEMPLE SURAT,C3824292,8085.0,1,1
BRIDGE BANGALORE,C5119589,8084.0,1,1
AMBERNATH E,C4714930,8083.0,1,1
MEDAK DIST,C6242419,8082.0,1,1
THEATER BANGALORE,C1810526,8079.0,1,1
THANE DIST,C1910835,8063.4,1,1
TIRUHIRAPPALLI,C4713947,8061.0,1,1
HIGH SCHOOL KOLKATA,C6329721,8060.0,1,1
HIGH SCHOOL MUMBAI,C2336420,8052.0,1,1
ANAND VIHAR MEDICAL SHOP MUMBAI,C1828692,8051.0,1,1
PUNJAB,C3020270,8051.0,1,1
MUNGRA BADSHAHPUR,C1954354,8050.0,1,1
HARDA,C1027072,8047.0,1,1
BARAKAR,C6726791,8046.0,1,1
PITAMPURA NEAR MAX HOSPITAL DELHI,C7949124,8045.0,1,1
MANDIR MUMBAI,C5837291,8039.0,1,1
UPPERPALLY HYDERABAD,C6318631,8017.0,1,1
AHMED AND BROTHER TIMBER MART,C2540678,8000.0,1,1
BAGAN SILCHAR,C7417980,8000.0,1,1
CHITTARANJAN,C5276254,8000.0,1,1
DISTRICT JAGATSINGHPUR,C6338825,8000.0,1,1
JANDIALA,C1322314,8000.0,1,1
MALAKPET,C8738840,8000.0,1,1
NAYAGAON MOHALI,C2916230,8000.0,1,1
REDDY SWEETS RANGAREDDY HYDERABAD,C5637727,8000.0,1,1
SAKET NEW DELHI,C6843420,8000.0,1,1
TARKAS CLINIC MUMBAI,C3410479,8000.0,1,1
THOUBAL,C5621235,8000.0,1,1
AL JUBAIL,C4985686,7999.0,1,1
DAHANU ROAD W,C1938357,7999.0,1,1
ANOOPSHAHR,C9023284,7995.0,1,1
UAE,C1124078,7995.0,1,1
FAIZABAD,C5130833,7990.0,1,1
FINANCE THIRUVANANTHAPURAM,C5938212,7990.0,1,1
ZOPADPATTI TEHSIL KURLA MUMBAI,C8414620,7990.0,1,1
PANAGARH,C7410515,7975.0,1,1
MASJID MIRA ROAD E DIST THANE,C8692323,7957.0,1,1
CLUB) SOUTH 24 PARGANAS,C7254935,7955.0,1,1
BISHNUPUR,C3326146,7950.0,1,1
SIGNAL SION (E) MUMBAI,C8633113,7950.0,1,1
HAMBURG,C2430571,7941.0,1,1
EXCHANGE KOLKATA,C8535638,7940.0,1,1
KARAIKAL,C7926867,7930.0,1,1
POKHRAN ROAD NO 2 THANE,C6952630,7928.0,1,1
HIGHWAY KANDIVALI EAST MUMBAI,C8324824,7924.0,1,1
CIRCLE V V PURAM BANGALORE,C8828376,7920.0,1,1
GITANJALI CHS LTD MUMBAI,C3738755,7916.7,1,1
VRINDAVAN LANE TRIVANDRUM,C7485883,7910.0,1,1
CANACOWA,C2438731,7900.0,1,1
ELURU,C2610014,7895.0,1,1
IRANIWADI KANDIVALI (W) MUMBAI,C8624737,7885.0,1,1
FAZILKA,C4411748,7881.0,1,1
RAILWAY STN MUMBAI,C6437832,7860.0,1,1
GIRGAON MUMBAI,C7384570,7846.0,1,1
PARAMAKUDI,C1717374,7835.0,1,1
BACKSIDE CHENNAI,C6727512,7830.0,1,1
DAVORLIM SALCETE,C5145736,7800.0,1,1
KASARGOD,C8336217,7799.0,1,1
NOKHA,C4133624,7797.0,1,1
CHURU,C8545233,7782.52,1,1
THANA,C8838987,7771.38,1,1
GAJANAN MAHARAJ MANDIR PUNE,C3321512,7767.66,1,1
MORINDA,C5884436,7767.5,1,1
PLACE CENTRE WHZIRPUR DELHI,C8814391,7750.0,1,1
SOUTH TWENTY FOUR PARGANAS,C1634054,7750.0,1,1
COLLEGE VILE PARLE E MUMBAI,C1228217,7739.0,1,1
RUPNARAYANPUR,C2134622,7736.0,1,1
OSAKA,C3227186,7730.0,1,1
CMS IT SERVICES PUNE,C7440472,7718.0,1,1
MAINPURI,C1932814,7718.0,1,1
THIRUVOTTIYUR,C4841211,7716.0,1,1
DARES SALAAM,C2424918,7714.0,1,1
BASTI,C4819442,7713.6,1,1
ELPHINSTONE W,C7814166,7713.0,1,1
MANDIR CLUB KOLKATA,C7916418,7706.0,1,1
NAL GONDA,C5459746,7699.0,1,1
TEMPLE BENGALURU,C2219966,7693.0,1,1
RAVER,C4024462,7665.0,1,1
W THANE,C3941017,7664.0,1,1
GAZIABAD,C1077274,7655.0,1,1
ROME,C4723636,7650.0,1,1
ELPHINSTONE ROAD MUMBAI,C3219941,7642.0,1,1
ABOVE CHIRAG MOTORS MUMBAI,C7512345,7615.0,1,1
CHORD ROAD BANGALORE,C3441212,7612.6,1,1
CANDOLIM BARDEZ,C1133491,7600.0,1,1
MERTA CITY,C4333249,7600.0,1,1
GOKULPUR,C1767933,7599.0,1,1
SARITA VIHAR FIRE STATION NEW DELHI,C5511689,7599.0,1,1
KOSLI,C4432540,7597.0,1,1
THANE KALYAN,C3574012,7596.66,1,1
GREATER MUMBAI,C2815145,7595.0,1,1
LANEMIYAPUR HYDERABAD,C1741245,7595.0,1,1
NODE III THANE NAVI MUMBAI,C8437920,7592.47,1,1
RING ROAD VARTHUR HOBLI BANGALORE,C5476482,7590.0,1,1
DEOGHAR,C6025338,7589.8,1,1
JAKKASANDRAKORAMANGALAIST BANGALORE,C5493942,7581.0,1,1
NR CHURCH NAJAFGARG NEW DELHI,C1627578,7570.0,1,1
SHEOGANJ,C9031612,7570.0,1,1
SANTIAGO,C6816491,7561.0,1,1
DUNGARPUR,C3017591,7550.0,1,1
VASAI E THANE,C4998084,7547.4,1,1
CHARLOTTE,C4136271,7543.0,1,1
INDIRAPURAM GHZB,C1310055,7543.0,1,1
MAHBUBNAGAR,C3234070,7528.17,1,1
RAIGAD URAN,C4916427,7517.0,1,1
BANGANA,C4836067,7514.0,1,1
BELLANDUR BANGALORE,C7112174,7513.0,1,1
BHAYANDER E THANE,C2890628,7500.0,1,1
COSMOPOLITAN CLUB BANGALORE,C6526425,7500.0,1,1
GANESH TEMPLE PORVORIM,C4123739,7500.0,1,1
HOFFMAN ESTATES,C5316046,7500.0,1,1
HOSPITAL BANGALORE,C3015472,7500.0,1,1
JOGESHWARI W JOGESHWARI W MUMBAI,C3614472,7500.0,1,1
NAMALGUNDU,C4132244,7500.0,1,1
RAINBOW PLAZA PUNE,C4527353,7500.0,1,1
ROHTAS,C4182342,7500.0,1,1
VALLABHVIDYANAGAR,C1715862,7498.01,1,1
KORIMNAGAR,C1832781,7493.0,1,1
SACHIN SURAT,C1335165,7492.0,1,1
COMPOUND TARDEO MUMBAI,C6920226,7490.0,1,1
STATION KOLKATA,C1229578,7486.0,1,1
EXCHANGE MUMBAI,C4332138,7477.03,1,1
JAGADHRI,C1785349,7475.0,1,1
PARK APTS HYDERABAD,C4833155,7475.0,1,1
GHATKOPAR (W) MUMBAI,C5132037,7469.25,1,1
COTTAGE ADHERI W,C3011566,7462.0,1,1
STORE ROHA RAIGAD,C6129447,7461.03,1,1
MUMBAI G P O MUMBAI,C2015142,7460.0,1,1
STOCKPORT,C7042555,7460.0,1,1
IRVINE,C2884845,7457.09,1,1
NALASOPARA W,C9020473,7448.0,1,1
SANQUELIM,C8935953,7446.0,1,1
DOMBIVALI EAST THANE,C1731051,7445.0,1,1
PAREL (W) MUMBAI,C5836960,7445.0,1,1
CHERUVATHUR,C2440370,7423.0,1,1
COOCH BEHAR,C4462091,7423.0,1,1
BICHOLIM,C4218344,7411.0,1,1
AMRELI,C4920253,7409.8,1,1
BHILAI DURG,C2518027,7400.0,1,1
DIST DHANBAD,C7211555,7400.0,1,1
HOSPITAL RAJKOT,C5921559,7400.0,1,1
MODI NAGAR GHAZIABAD,C5916270,7400.0,1,1
NR DIAMOND MUMBAI,C2013311,7388.61,1,1
SAJJANRAOCIRCLE V V PURAM BANGALORE,C3213964,7386.0,1,1
GANDHI NAGAR,C7926961,7385.0,1,1
UTTAM NAGAR,C2338040,7373.0,1,1
KADUBEESANAHALLI BELLANDUR POST,C9019527,7350.0,1,1
LOHARDAGA,C3255461,7350.0,1,1
WEST TRIPURA,C8813938,7340.0,1,1
MATA ROAD KALYAN WEST KALYAN,C8934236,7330.0,1,1
BOWENPALLY MARKET YARD HYDERABAD,C4040066,7329.0,1,1
DIST RAIGAD,C5885247,7313.29,1,1
NEEM KA THANA,C6565376,7308.72,1,1
BANK MARINE LINES MUMBAI,C5514889,7304.64,1,1
JOUNK)DISTT PAURI GARHWAL RISHIKESH,C8867739,7303.23,1,1
JABAL ALI,C5363289,7300.0,1,1
SADAR KANPUR NAGAR,C7223268,7300.0,1,1
THIRUVANAMALAI DT,C7221144,7300.0,1,1
VIDYAVIHAR (W) MUMBAI,C7817344,7300.0,1,1
WEST CHAMPARAN,C6124764,7300.0,1,1
CAVELOSSIM SALCETE,C5433273,7297.0,1,1
COLONY MULUND W MUMBAI,C5333165,7290.0,1,1
KALAYAN W,C5172769,7290.0,1,1
SHAH ALAM,C4738333,7290.0,1,1
MADHAVAARAM NR R C APP CHENNAI,C2741823,7282.0,1,1
JANAKPURI,C2425137,7270.0,1,1
KANDIVALI-W MUMBAI,C5937119,7256.55,1,1
JUNCTION GOREGAON E MUMBAI,C3316869,7234.0,1,1
NAGAUR,C5117865,7222.83,1,1
DEESA,C6035774,7222.11,1,1
KAJORA,C5211633,7217.0,1,1
SO MUNDWA PUNE,C3814363,7212.0,1,1
RD NASHIK,C3836562,7209.68,1,1
DELHI-96,C2528332,7204.0,1,1
MANI MAJRA,C6795417,7204.0,1,1
BULDHANA,C7539587,7200.0,1,1
NORTH BANGALORE,C8123454,7200.0,1,1
ITARSI,C4198535,7199.1,1,1
BUILDING BANGALORE,C5573714,7198.0,1,1
CITY BANGALORE,C2659466,7195.0,1,1
SALEM DT,C1115373,7191.0,1,1
LAKHIMPUR-KHERI,C5911175,7190.0,1,1
VISAKHAPATANAM,C7229959,7182.0,1,1
SULTANATE OF OMAN,C3441161,7179.01,1,1
ROAD ANDHERI WEST MUMBAI,C7735615,7176.7,1,1
SARJAPUR OTR RING RD BANGALORE,C4526491,7176.0,1,1
KHARGONE,C1828250,7175.0,1,1
NALLAGONDA,C5222621,7166.0,1,1
SHARJAH MAIN CITY,C2082047,7160.0,1,1
DISTT SOLAN BADDI,C7358254,7159.6,1,1
EXPRESS HIGHWAY SION E MUMBAI,C2115065,7153.0,1,1
PAPER HYDERABAD,C1635644,7150.0,1,1
GUJARAT,C6732221,7149.0,1,1
ROAD FARIDABAD,C4919483,7147.0,1,1
M CL AMNERNATH BADLAPUR,C5717732,7146.0,1,1
EAST SINGHBHUM,C8116889,7145.0,1,1
DEPOT BORIVALI(E) MUMBAI,C4535316,7142.0,1,1
CENTER CUMBALLA HILL MUMBAI,C5358092,7140.0,1,1
LOWR PAREL MUMBAI,C1366925,7131.0,1,1
CHANDITALA,C1994377,7130.3,1,1
BARDOLI,C5132122,7125.0,1,1
DIGUVAMASAPALLI,C2139441,7115.0,1,1
GHATKOPAR WEST,C2895278,7100.0,1,1
ROAD LUDHIANA,C5956848,7098.0,1,1
TRAINING MUMBAI,C1029484,7095.0,1,1
COMPOUND BYCULLA MUMBAI,C3920950,7082.73,1,1
SERAMPORE,C3714851,7082.0,1,1
ROAD ANDHERI (W) MUMBAI,C5199048,7081.0,1,1
BEHIND ACRES CLUB CHEMBUR MUMBAI,C2710350,7014.0,1,1
VIRUDHUNAGAR DIST,C6526159,7010.0,1,1
5TH PHASE BANGALORE,C1714527,7000.0,1,1
BANGALORE SOUTH,C8837462,7000.0,1,1
BELONIA,C4337875,7000.0,1,1
CHAPRA,C6723355,7000.0,1,1
CHICAGO,C3642286,7000.0,1,1
COLLAGE BANGALORE,C3630035,7000.0,1,1
DAIRY NUBERDAR CHOWK NEW DELHI,C8319955,7000.0,1,1
GUNTUR MANGALAGIRI,C3415333,7000.0,1,1
JAODHPUR,C3312027,7000.0,1,1
KAMRUP RAJKAMAL GUWAHATI,C3014832,7000.0,1,1
MAMAHAJI ALI WORLI MUMBAI,C8014881,7000.0,1,1
MAREPALLI,C1716914,7000.0,1,1
NEAR JEHANGIR HOSPITAL PUNE,C4536286,7000.0,1,1
NOWGAWAN SADAT,C6716728,7000.0,1,1
NR 6 SEC BUS ST BANGALORE,C4811931,7000.0,1,1
NR RAVJIBHAI TOWER AHMEDABAD,C3034090,7000.0,1,1
OLD GOA BYE PASS RD,C6714832,7000.0,1,1
PETROL PUMP KHARAGPUR,C8114932,7000.0,1,1
RAIGARH CG RAIGARH,C2622254,7000.0,1,1
SARJAPURA MAIN RD BANGALORE,C3245983,7000.0,1,1
STORE NEXT TO RAJASTHAN DAIRY FARM,C2718957,7000.0,1,1
TIRUNELVELI RURAL,C1639033,7000.0,1,1
JOGESHWARI E,C6228478,6999.0,1,1
KUKATPALLY HYDERABAD,C8923225,6999.0,1,1
NAYA NANGAL,C1175664,6999.0,1,1
NEENDOOR,C8428112,6999.0,1,1
SAHIBABAD,C6827164,6999.0,1,1
SHIVPURI,C4436582,6999.0,1,1
VENNIKULAM,C4940473,6999.0,1,1
KHURD TAL MULSHI PUNE,C6335489,6998.0,1,1
MALEGANV KHURD,C2369559,6998.0,1,1
CHAKRAVARTHY RD KANDIVALI E MUMBAI,C7142534,6995.0,1,1
CUTTACK CUTTACK,C6610050,6993.6,1,1
THANE -WEST,C4222291,6990.0,1,1
AREA RABALE NAVI MUMBAI,C7972719,6967.0,1,1
43 SEC 11 CBD BELAPUR NAVI MUMBAI,C2529221,6966.24,1,1
TALUKA ANJAR GANDHIDHAM,C2026384,6956.0,1,1
INDUSTRIES PUNE,C6522941,6940.0,1,1
JAGADDAL,C6932044,6940.0,1,1
DHARUHEDA,C6922675,6929.9,1,1
RESORT BANGALORE,C2918970,6922.0,1,1
NEAR ARKERA GATE BANGALORE,C1780841,6919.0,1,1
MAIDAN PATNA,C8440480,6916.0,1,1
BEGUSARAI,C5435541,6908.0,1,1
COLONY GOREGAONEAST MUMBAI,C3416652,6900.52,1,1
BACHUPALLY RANGAREDDI,C7046329,6898.0,1,1
JAMUI,C7415755,6886.0,1,1
NO 7 MUMBAI SUB URBAN,C1637384,6886.0,1,1
TIVIM,C3710836,6880.0,1,1
GURGAON GURGAON,C3818519,6875.0,1,1
BUS STOP NEAR BANGALORE,C1834747,6862.0,1,1
KALAMBOLI NR MTNL OFF NAVIMUMBAI,C3214490,6857.0,1,1
PUTTUR,C1119523,6855.0,1,1
RAMPUR,C4628057,6851.6,1,1
VASAI W THANE,C5317143,6845.11,1,1
PARK MAHAPE NAVI MUMBAI,C7723022,6841.0,1,1
GANDHINAGAR GANDHINAGAR,C7313637,6836.76,1,1
VIKHROLI E MUMBAI,C1117513,6832.0,1,1
ASSAM,C8222369,6831.15,1,1
VIRAR EAST,C8925423,6825.42,1,1
ETOBICOKE,C8338248,6820.35,1,1
ROTKAR LAYOUT NAGPUR,C8868740,6812.0,1,1
SIBSAGAR,C6741089,6810.0,1,1
CHIKKMAGALUR,C1196074,6800.0,1,1
JANKALYAN BANK ANDHERI (E) MUMBAI,C5641316,6800.0,1,1
PHASE 1 HINJEWADI PUNE,C8342582,6800.0,1,1
QUEPEM,C4645065,6791.43,1,1
CHUNABHATTI SIGNAL MUMBAI,C8838411,6790.0,1,1
PONDICHERRY TALUK,C5116991,6790.0,1,1
ST THOMAS TOWN BANGALORE,C6774482,6790.0,1,1
RD BADLAPUR EAST AMBERNATH THANE,C1484948,6788.0,1,1
ELPHINSTONE W MUMBAI,C5726691,6782.0,1,1
SIVAGANGA,C2815239,6778.0,1,1
BHD GOREGAON SPORTS CLUB MUMBAI,C2425948,6771.83,1,1
PORUR CHENNAI,C1922949,6762.0,1,1
PURVA FAIRMONT APARMENTS BANGALORE,C6216519,6760.0,1,1
BEAWAR,C3561190,6751.66,1,1
MAHABALESHWAR HOTEL BANER PUNE,C8841280,6740.0,1,1
MAPUSA BARDEZ,C6644555,6726.0,1,1
DIST RAJKOT,C4215681,6725.0,1,1
OMAN MUSCAT,C5222656,6721.85,1,1
RAOD PUNE,C4118073,6720.0,1,1
SAITHARUPETA,C3133911,6715.0,1,1
NR MACH FACTORY GOMATI,C5618826,6707.0,1,1
VIJAYAPURAM,C5120030,6697.02,1,1
BUNDER MALAD WEST MUMBAI,C2387785,6693.0,1,1
STATION TARAPUR SILCHAR,C6925271,6689.0,1,1
(URBAN) MAHARANIPETA VISAKHAPATNAM,C8410733,6680.13,1,1
SION EAST-MUMBAI,C4223079,6680.0,1,1
VILLAGE PAREL MUMBAI,C5412160,6673.0,1,1
SANGLI,C1729835,6669.0,1,1
KALYAN W THANA,C3913366,6660.17,1,1
UMRED,C1916513,6650.0,1,1
MANGAF,C8834976,6645.2,1,1
MEHMEDABAD,C9011258,6634.0,1,1
KHED,C8837736,6631.65,1,1
AKHINI,C6936764,6630.0,1,1
LAKHISARAY,C4538653,6630.0,1,1
WAYS PANCHKUVA AHMEDABAD,C8718013,6630.0,1,1
CLUB MUMBAI,C9032172,6628.5,1,1
HALL S V ROAD MUMBAI,C1828528,6628.0,1,1
BIOSAR,C4828038,6626.0,1,1
DLEHI,C6222977,6625.0,1,1
KUALA LAMPUR,C1119347,6625.0,1,1
TARAPUR APP BOISAR,C6815061,6620.0,1,1
CAMPS HYDERABAD,C2335115,6616.0,1,1
SOLAPUR,C4210936,6605.0,1,1
GODAVARI,C1944753,6604.02,1,1
MEDICAL MUMBAI,C2623328,6602.0,1,1
BANK PUNE,C4413426,6600.6,1,1
CHANDRAMULINAGAR,C8729837,6600.0,1,1
UTTAR DHINAJPUR,C3414083,6600.0,1,1
JUNCTION MUMBAI,C3328918,6597.0,1,1
FARMINGTON HILLS,C6120891,6596.0,1,1
MATUNGA E MUMBAI,C1827583,6595.0,1,1
SRILINGAMPALLE RANGAREDDY HYDERABAD,C3417228,6594.0,1,1
HILLS HYDERBAD,C4217159,6573.44,1,1
CHUNABHATTI SIGNAL SION E MUMBAI,C1323136,6572.0,1,1
MAHADEV MANDIR  SURAT,C4727164,6570.0,1,1
YARI ROAD ANDHERI (W) MUMBAI,C3370454,6557.0,1,1
GREATER FARIDABAD,C3434911,6555.55,1,1
NALASOPARA (E),C8732133,6553.85,1,1
HODEL,C3037462,6550.0,1,1
NUAPADA,C2342085,6550.0,1,1
PHALODI,C1327676,6541.5,1,1
FATORDA MARGAO,C1929481,6540.52,1,1
ANAND BHAVAN CHENNAI,C9075336,6532.0,1,1
LAXMINAGAR,C2611752,6526.09,1,1
G P O RANCHI,C5510674,6511.0,1,1
MEERUT CANTT,C3025169,6505.0,1,1
BEKARY BANGALORE,C8115988,6500.0,1,1
KONDHAPURI,C9019518,6500.0,1,1
MAROL METRO MAROL ANDHERI (E)MUMBAI,C8540511,6500.0,1,1
MORADABAD MORADABAD,C1327455,6500.0,1,1
NGR MASJEED HYDERABAD,C2836433,6500.0,1,1
SAHIB MUKTSAR,C1475749,6500.0,1,1
TEMPLE MANGALORE,C1318382,6500.0,1,1
SHAHDA W KALYAN,C8725936,6499.0,1,1
SHOW ROOM SURAT,C7735964,6497.87,1,1
AGNES WATER,C6895054,6495.0,1,1
ARLEM,C8832786,6495.0,1,1
CHHATTISGARH(RAIGARH),C2126224,6486.0,1,1
AUNDH SANEWADI,C7142980,6479.76,1,1
SHAMLI,C1320964,6467.16,1,1
FALNA,C8940091,6466.0,1,1
SCHOOL GOVANDI MUMBAI,C8116543,6460.14,1,1
BHAYANDAR EAST,C5918656,6459.0,1,1
RESTURENT SOUTH 24 PARGANAS,C8335361,6452.0,1,1
ICICI BANK MUMBAI,C1029590,6450.0,1,1
PITAMPURA DELHI,C1025036,6446.0,1,1
MOOSAPET  HYDERABAD,C6245630,6444.48,1,1
SHAMIRPET,C9038260,6440.0,1,1
ODISSA BHAVAN VASHI NAVI MUMBAI,C7841318,6430.0,1,1
PRANTIJ,C5940070,6430.0,1,1
MEDINIPUR,C7141853,6422.0,1,1
TUTOCORIN,C1913877,6419.0,1,1
VIHAR BUS STOP APNA BAZAR SO THANE,C7596187,6418.75,1,1
BANGLAORE,C7936215,6417.0,1,1
KUPWARA,C5322039,6413.0,1,1
HILL PARK COMP JOGESHWARI W MUMBAI,C7430129,6409.0,1,1
JODI METLA GHATKESAR,C6396173,6400.0,1,1
SEC 21 GURGAON,C2527791,6400.0,1,1
8TH PHASE JP NAGAR BANGALORE,C5131890,6397.0,1,1
GANAUR,C8067630,6385.0,1,1
ALIPURDUAR,C2819634,6376.5,1,1
NAIROBI,C2527482,6370.0,1,1
HOSPITAL NEW DELHI,C4638223,6360.0,1,1
EAST KHASI HILLLS,C4815864,6357.0,1,1
AMET,C8840067,6351.0,1,1
SO MUMBAI,C1210212,6349.41,1,1
PANTIM,C2620243,6323.0,1,1
MANDYA,C6735680,6314.0,1,1
HUTHUKUR ROAD NELLORE,C3723150,6306.0,1,1
GOREGAON EAST MUMBAI MUMBAI,C6713180,6305.01,1,1
PATIL MARG SANTACRUZ WEST MUMBAI,C2942489,6300.0,1,1
TQ KHED PUNE,C6625745,6300.0,1,1
HIGH ROAD NUNGAMBAKKAM CHENNAI,C2420536,6299.85,1,1
SHOWROOM THANE,C1624190,6295.0,1,1
BORIVALI W,C5141163,6290.0,1,1
ETAWAH,C8020938,6268.0,1,1
KURLA WEST MUMBAI,C6141939,6268.0,1,1
BHIWADI ALWAR,C5938048,6261.0,1,1
DOMBIVLI EAST DOMBIVLI,C5640940,6254.6,1,1
SOUTH ELECTRONICS CITY BANGALORE,C8887115,6250.0,1,1
ASSAGAON,C3040655,6245.0,1,1
OLD BOWENPALLY,C8238792,6244.0,1,1
CENTRE MUMBAI,C8028291,6240.0,1,1
CLUB BURDWAN,C2722682,6233.0,1,1
RD SAKET NEW DELHI,C3720951,6219.0,1,1
CENTRAL DELHI NEW DELHI,C7533380,6212.0,1,1
BHUJKUTCH,C4816574,6200.0,1,1
KATNI,C6637325,6200.0,1,1
MADHYAMGRAM,C6866943,6200.0,1,1
SAFIDON,C3913915,6200.0,1,1
SAKLESHPUR,C3913870,6200.0,1,1
KARTARPUR,C6093367,6199.04,1,1
KHURDA-ORISSA,C2528953,6186.0,1,1
THANE W JEKE GRAM,C7427833,6174.8,1,1
OUTER RING ROAD BANGALORE,C8226128,6170.5,1,1
DOMBIVLI,C4176327,6170.0,1,1
BESIDE ORIENTAL BANK SECUNDERABAD,C2139470,6168.0,1,1
SECENDRABAD,C8814024,6168.0,1,1
LODZ,C1029824,6164.0,1,1
MUMBAI ANDHERI WEST,C2142547,6161.08,1,1
DHUBRI,C8531430,6161.0,1,1
MUTHOLY,C9019966,6161.0,1,1
SOUTH MORANG,C5321464,6160.0,1,1
BHANDEWADI BAGADGANJ MAUDA NAGPUR,C4619457,6151.53,1,1
MANDIR ASANSOL,C5823049,6147.0,1,1
SION E MUMBAI,C5415753,6146.0,1,1
MANDIGOBINDGARH,C6325368,6142.83,1,1
S.B MARG W MUMBAI,C7017789,6138.0,1,1
MALKAJGIRI RANGAREDDY,C8879077,6137.87,1,1
NR VIDYAVIHAR RLY STN MUMBAI,C3944453,6133.93,1,1
TILAKNAGAR THANE,C2011662,6127.0,1,1
NAKA PUNE,C8330086,6126.0,1,1
MALL KUNDALAHALLI BANGALORE,C5834058,6125.0,1,1
OFF PUNE NAGAR ROAD PUNE,C7595016,6125.0,1,1
NARASARAOPET,C8856320,6124.0,1,1
VELLORE DISTRICT,C6721858,6115.0,1,1
OFFICE HYDERABAD,C4826451,6107.0,1,1
DELIVERY MUMBAI,C3425514,6106.0,1,1
ERNAKULAM DISTRICT,C5134274,6106.0,1,1
AMBASAMUDRAM,C2837955,6103.0,1,1
BRIDGE MUMBAI,C8636679,6102.12,1,1
STATUE PUNE,C5818939,6098.04,1,1
NELLORE DT,C8124063,6097.0,1,1
SONAMURA,C4711878,6090.0,1,1
KHAR  MUMBAI,C7361750,6085.0,1,1
GHANSOLI,C3432536,6081.3,1,1
117 GREATER MOHALI MOHALI,C6269990,6071.25,1,1
(SUB URBAN) MUMBAI,C6835656,6038.27,1,1
SANKARA COLONY CHEMBUR MUMBAI,C1232541,6038.27,1,1
KORMANGALA BANGALORE,C4110391,6035.0,1,1
LANE ITARSI,C5310334,6035.0,1,1
AUNDHA NAGNATH,C7539748,6032.0,1,1
JADAVPUR,C8164968,6030.0,1,1
SIROHI,C4035913,6029.0,1,1
BAKERY BANGALORE,C1916254,6028.4,1,1
INTERNATIONAL SCHOOL VIRAR,C9030285,6026.0,1,1
KALYAN D C THANE,C5131272,6025.09,1,1
NAHAN,C8837931,6020.0,1,1
P AND T COLONY MUMBAI,C3459725,6013.62,1,1
SOUTH BANGALORE,C7133530,6010.0,1,1
ALMORA,C7039566,6000.0,1,1
APNA BAZAR THANE,C3015885,6000.0,1,1
BARAN,C4650914,6000.0,1,1
BHUJ-KUTCH,C2839846,6000.0,1,1
BUILDING PUNE,C1329525,6000.0,1,1
DELHI (VIKASHPURI),C6724238,6000.0,1,1
DHAYRI ROAD PUNE,C6717514,6000.0,1,1
GREATER NOIDA(W),C5035013,6000.0,1,1
KANNADA MANGALORE,C4286314,6000.0,1,1
KATOLROAD KATOLROAD NAGPUR,C8242343,6000.0,1,1
KHANAMET M HYDERABAD,C6040849,6000.0,1,1
KRISHNA DISTRICT,C3912117,6000.0,1,1
MAHABUB NAGAR,C8024139,6000.0,1,1
MARG KURLA W MUMBAI,C1027026,6000.0,1,1
MEESEVA CENCER HYDERBAD,C2118879,6000.0,1,1
NA HYDARABAD,C4217466,6000.0,1,1
PATAN,C2712639,6000.0,1,1
PONNAMALLEE,C2327454,6000.0,1,1
SAROORNAGAR RANGAREDDI HYDERABAD,C7245488,6000.0,1,1
SION MUMBAI,C1399378,6000.0,1,1
THANE DISTRICT,C4826983,6000.0,1,1
THANE W KOLSHET ROAD,C8131019,6000.0,1,1
THIRUVARUR,C4626988,6000.0,1,1
VELLAVOOR,C8536834,6000.0,1,1
KOTKASIM,C5632145,5999.0,1,1
RAE BARELI,C6536253,5999.0,1,1
SAGANER JAIPUR,C1882582,5999.0,1,1
CITY PUNE,C1813738,5995.0,1,1
KORAPUT,C3716063,5990.0,1,1
