LocationNormalized,CustomerID,total_spent,transactions,city_rank
NEAR WATER TANK HYDERABAD,C4432077,910.0,1,1
OSHIWARA ANDHERI W MUMBAI,C5735557,910.0,1,1
TALUKA-ANJAR GANDHIDHAM,C3941188,909.75,1,1
SBI BANK MUMBAI,C8223613,909.64,1,1
PARSAON,C1130392,909.32,1,1
GHAZIABAD (NCR),C4224339,908.0,1,1
ARMOOR,C2922031,907.0,1,1
GOPALPUR,C5019231,907.0,1,1
NANGAL TOWNSHIP,C1926921,907.0,1,1
DRINK BHIWANDI,C1321846,905.0,1,1
BUDRUK,C1631920,904.64,1,1
CHEMBUR TILAK NAGAR MUMBAI,C5588124,904.0,1,1
RASULIYA,C4613761,904.0,1,1
BEKHAMPUR,C4217925,903.0,1,1
WATER PARK-THANE W,C1547883,902.65,1,1
ROORKEE HARIDWAR,C7471650,902.52,1,1
DEHAT,C3536879,902.0,1,1
DLAPAZHA,C1538654,902.0,1,1
NXT TO JEHANGIR HOSPITAL PUNE,C3716186,902.0,1,1
NOWGAON,C6749429,900.71,1,1
ASSOCIATION KOLKATA,C3168367,900.0,1,1
BORIVALI (W) MUMBAI,C8411070,900.0,1,1
CHIRAG MOTORS SION E MUMBAI,C5049238,900.0,1,1
FARIDABAD FARIDABAD,C6518983,900.0,1,1
GUWAHATI KAMRUP,C8483433,900.0,1,1
JWELLERS THANE,C3477851,900.0,1,1
KRISHNARAJPET,C1115688,900.0,1,1
MAYUR NAGAR GOREGAON EAST MUMBAI,C1874573,900.0,1,1
MUMBAI GOREGAON EAST,C3024964,900.0,1,1
MUNNAR,C7624115,900.0,1,1
NAGAR BALTANA,C2919446,900.0,1,1
NEVILLE HOUSE THANE,C3818347,900.0,1,1
READING,C8110114,900.0,1,1
"SAFED POOL A K RD ANDHERI E,MUMBAI",C1041943,900.0,1,1
SAKINAKA JUNCTION  ANDHERE E MUMBAI,C8338571,900.0,1,1
SALVADOR DO MUNDO,C7313641,900.0,1,1
SARJAPUR MAIN ROAD BANGALORE,C8836417,900.0,1,1
SCHOOL BURDWAN,C5340361,900.0,1,1
SHOP NOIDA,C2839553,900.0,1,1
STILLORGAN,C5225838,900.0,1,1
KOTAGIRI,C8428642,899.0,1,1
MULBAGAL,C4730086,899.0,1,1
RING RD DEMLUR AREA BANGALORE,C5923835,899.0,1,1
GUDIVADA,C4558176,898.0,1,1
COMPANY MORADABAD,C5318735,896.0,1,1
MANDAPAM CHENNAI,C1430466,896.0,1,1
PAYYAVOOR,C8511638,896.0,1,1
EZHUPUNNA ALAPPUZHA,C3542217,895.0,1,1
RD NR KRISHNA SAGAR HOTEL KALYAN E,C3341412,895.0,1,1
SHARJAH KARAMA,C8335367,895.0,1,1
HOSPET,C3632747,893.0,1,1
SALEEM DS,C6232824,893.0,1,1
ARAKKONAM,C8020638,892.0,1,1
BHIWANDI THANE DIST,C5414927,891.74,1,1
BUNGLOW MHADA ANDHERI W MUMBAI,C2310542,890.0,1,1
MIRA ROAD EAST THANE,C8312136,890.0,1,1
NORTH 24 PARGANAS JYANGRA,C7827211,890.0,1,1
CENTRAL POST OFFICE JAVAL MUMBAI,C1524736,889.99,1,1
GLASGOW,C8836856,889.03,1,1
SECTOR-14 CBD BELAPUR,C6630839,888.11,1,1
GALIVEEDU,C7787350,888.0,1,1
BANK VISAKHAPATNAM,C5622760,885.0,1,1
PHURSUNGI PUNE HAVELI PUNE,C1414314,884.08,1,1
ANDHERI E,C6231772,884.0,1,1
THANE BOISAR WEST,C7015227,884.0,1,1
DENKANIKOTTAI,C2039414,882.0,1,1
AMBERNATH EAST,C7124982,881.45,1,1
CHANDLODIYA AHMEDABAD,C2034157,880.0,1,1
DEVERABE SANAHALLI VILL BANGALORE,C3216343,880.0,1,1
SWAIMADHOPUR,C8575152,880.0,1,1
EDAICODE,C8412075,877.0,1,1
GHAZIAHBAD,C8619990,877.0,1,1
HIGHCOURTJABALPUR,C3416862,876.8,1,1
CHANGA,C6029964,876.31,1,1
BIJPUR,C5511481,875.0,1,1
NARSINGHPUR,C6130683,875.0,1,1
SHANKAR MUMBAI,C5819116,875.0,1,1
THERUMMAL,C7613991,874.0,1,1
BORIVALI E,C1818645,873.96,1,1
CENTER SANT NAGAR PUNE,C5923231,871.0,1,1
EXTON,C1713361,871.0,1,1
BADAPARA,C5388447,870.0,1,1
BAPATMARG LOWER PAREL MUMBAI,C2827192,870.0,1,1
HUKERI,C2829280,870.0,1,1
RAIGAD PANVEL,C6424526,870.0,1,1
SHOPPING COMPLEX THIRUVANATHAPURAM,C1971849,870.0,1,1
RUKMINI COLONY ULSOOR BANGALORE,C3224556,869.0,1,1
SATIVALI VASAI E THANE,C8618460,869.0,1,1
KANCHIPURAM DIST,C7023769,867.0,1,1
PENNAGARAM,C3420651,866.0,1,1
UTKOOR,C6226017,865.0,1,1
BHAYANDER E,C5923016,864.0,1,1
GHATKOPAR(W) MUMBAI,C6233789,863.0,1,1
V MUMBAI AGRA ROAD NASHIK TEHSIL,C3457690,863.0,1,1
METTUPALAYAM,C6526212,862.0,1,1
STORE KAIKONDARAHALLI BANGALORE,C3437368,862.0,1,1
SOUTH WEST DELHI NEW DELHI,C8736930,861.4,1,1
KANJURMARG EAST,C2217020,861.14,1,1
BAZAR AMBARNATH THANE,C1910080,860.0,1,1
CHINNAPANAICKENPALAYAM CUDDALORE,C1433891,860.0,1,1
SAMASTIPUR SAMASTIPUR,C3621569,860.0,1,1
TEHSIL-DIDIHAT PITHORAGARH,C1319567,860.0,1,1
RAILWAY STATION (ASSAM) DIBRUGARH,C5429431,859.77,1,1
BALOTARA,C1015058,859.0,1,1
MURSHIDABA,C1022222,859.0,1,1
BORDA MARGAO SALCETE,C4735834,857.0,1,1
HUSSAFAH,C3541173,857.0,1,1
HYDERABAD RANGAREDDY,C6413989,857.0,1,1
PARK PHASE-1 HINJEWADI WADI PUNE,C7516427,857.0,1,1
ANDHERI E B/H AKRUTI STAR MUMBAI,C7218913,856.26,1,1
ALMORA BHIKIYASEN,C4599836,856.0,1,1
PALAVAYAL,C8729782,856.0,1,1
MYSORE NAZARABAD,C5538446,855.0,1,1
BASAWESHWAR NAGAR BANGALORE,C3129022,854.0,1,1
KASARAGODE,C5730062,854.0,1,1
CHIKKKABALLAPUR,C7015857,853.0,1,1
MARIAHU,C1517977,853.0,1,1
KONAPPANA AGRAHARA BANGALORE,C2232080,852.0,1,1
TRIMULGHERRY HYDERABAD,C3011378,850.64,1,1
HOTEL BANGALORE,C1624121,850.58,1,1
BHAJJU,C2410016,850.0,1,1
BUSINESS PARK MUMBAI,C5029255,850.0,1,1
GOREGOAN (EAST) MUMBAI,C3389751,850.0,1,1
PARA KOLKATA,C7320319,850.0,1,1
S O THANE NAVI MUMBAI,C1752437,850.0,1,1
TELANGANA HYDERABAD,C7833125,850.0,1,1
DHARAMSALA,C8740763,849.0,1,1
MOGAR,C1528681,849.0,1,1
VASAI (W) THANE,C8427263,848.69,1,1
DHURWA,C2868229,848.01,1,1
AIROLI MUMBAI,C6126330,847.0,1,1
KANIYAKUMARI,C6742153,847.0,1,1
KAMRUP (METRO) DIST,C6796160,846.51,1,1
CUDDALORE DIST,C5419170,846.0,1,1
MUMBAI AZAD NAGAR MUMBAI,C1319662,845.0,1,1
MANDAL K V RANGAREDDY HYDERABAD,C4312592,844.76,1,1
JAIPUR HIGHWAY GURGAON,C7839712,843.0,1,1
VASAI BASEEIN ROAD VASAI THANE,C8720989,843.0,1,1
POLUR,C1639276,842.0,1,1
RAIGADH,C8558962,841.89,1,1
VAJAN KATA PUNE,C8224664,840.13,1,1
JOGESHWARI (WEST) MUMBAI,C7025918,840.0,1,1
PREMISES ULHASNAGAR,C2232621,840.0,1,1
VAISHALI VAISHALI,C4332780,840.0,1,1
YEHAKANKA BANGALORE,C1568374,840.0,1,1
KAMGAR HOSPITAL MUMBAI,C8910436,839.0,1,1
WARJE PUNE,C7013677,838.25,1,1
KOTTANGAL,C4740886,838.0,1,1
MANAPAKKAM,C7413122,837.0,1,1
TIRUPATI (RURAL),C6817971,835.0,1,1
BAULPUR,C8513712,834.0,1,1
MALIGRAM,C6348884,832.0,1,1
DISTT LATUR LATUR,C8212392,831.75,1,1
METRO STATION DELHI,C8633462,830.5,1,1
KAYANI NAGAR PUNE,C5894682,830.4,1,1
ALBION,C1117345,830.0,1,1
SHERI KALYANI NAGAR PUNE,C1630689,830.0,1,1
UTTARPARA,C7632322,830.0,1,1
VASNA,C5635657,830.0,1,1
VILE PARLE WEST,C6999825,830.0,1,1
BELLENDUR POST BANGALORE,C8038168,829.0,1,1
NR CHUNABHATTI DEPO AND STN MUMBAI,C6039724,828.05,1,1
ANDAL BURDWAN,C8420132,828.0,1,1
ANUPSHAHR,C7939565,827.13,1,1
HYDERABAD PATNAM,C2731770,825.0,1,1
SIVAKASI TK,C9019627,824.0,1,1
DIGHA THANE NAVI MUMBAI,C9024745,823.2,1,1
HOSHIAR PUR,C7732763,821.0,1,1
RAIBAREILY,C6276628,820.0,1,1
ROAD EMP ID P11581 BANGALORE,C7629369,820.0,1,1
JAGATSINGHAPUR,C8132551,818.0,1,1
DISTT MUMBAI SUBURBAN DIST(MH),C2521935,816.76,1,1
PLESEANT PARK MIRA RD THANE,C3920431,816.58,1,1
CLASSES MUMBAI,C5825560,816.0,1,1
THALASSERY MUNICIPALITY,C8226987,816.0,1,1
SHANKHWALI,C7532260,813.67,1,1
PARK III GREATER NOIDA,C3923411,813.6,1,1
WALLISELLEN,C5426069,812.19,1,1
MAHISAGAR,C5122075,812.0,1,1
BAHARAICH,C2312381,810.0,1,1
DIST BIKANER,C1728529,810.0,1,1
KALIGIRI,C1219131,810.0,1,1
JHANDUTA,C3017338,809.2,1,1
SUBURBAN MUMBAI,C4039684,809.2,1,1
PAREDE MUMBAI COLABA,C2531934,809.0,1,1
DINDIGUL DISTRICT,C5122968,808.0,1,1
MANDIR HATIARA NORTH 24 PARGANAS,C7213425,807.93,1,1
SAIDPUR,C4934977,807.5,1,1
KARIMNAGAR DT,C5920678,807.0,1,1
NEYYOOR POST,C6425288,805.9,1,1
ARACKULAM,C4927226,805.0,1,1
TILAKNAGAR,C2129918,804.3,1,1
AL AIN,C1919486,803.0,1,1
GARHWAL TEHRI,C2642936,803.0,1,1
SARAGADA,C7530162,803.0,1,1
EXTN-2 SHAKARPUR  DELHI,C8926476,801.0,1,1
NEAR SRIYA SQUARE BHUBANESHWAR,C6217311,801.0,1,1
OPP LAKE CITY MALL (W) THANE,C8528160,801.0,1,1
283984 DUBAI UAE DUBAI,C2133728,800.0,1,1
A TEMPLE HYDERABAD,C1833461,800.0,1,1
BELATHUR,C7849541,800.0,1,1
BHAWANIPATNA,C7616773,800.0,1,1
BHAYANDER,C9019319,800.0,1,1
CHIMBLI PHATA PUNE,C3819530,800.0,1,1
COMPLEX PUNE,C6633152,800.0,1,1
INDIA BANGALORE,C5780875,800.0,1,1
JHAYESI,C6820884,800.0,1,1
KARANTHNAGAR BANGALORE,C8533888,800.0,1,1
KATEMANIVALI THANE KALYAN THANE,C3515727,800.0,1,1
KHAR KHAR DELIVERY MUMBAI,C6713429,800.0,1,1
MEDAVAKKAM CHENNAI,C2930926,800.0,1,1
MUMBAI HIGHWAY PUNE,C6911576,800.0,1,1
NALASOPRA EAST,C2745314,800.0,1,1
NAMASKAR APARTMENT MUMBAI,C1111551,800.0,1,1
NAVI UMBAI,C3336737,800.0,1,1
OPP NAAZ HOTEL MUMBAI,C7815377,800.0,1,1
PALAYAM COIMBATORE,C8411656,800.0,1,1
SALAI CHENNAI,C2318920,800.0,1,1
SARJAPURA OUTER RING RD BANGALORE,C8336868,800.0,1,1
SIGNAL CHENNAI,C7495887,800.0,1,1
UCHANA,C3911821,800.0,1,1
VIDYAMANDIR SOUTH 24 PARGANAS,C4247352,800.0,1,1
VILLAS PHASE 2 HYDERABAD,C3727757,800.0,1,1
YADQIR,C4239653,800.0,1,1
JAJPUR(DISTRICT),C2422618,799.65,1,1
NAGAON DIST,C2531554,799.5,1,1
(THANE),C5820291,799.08,1,1
GLENGOWRIE,C2335719,799.0,1,1
MANDAPESHWAR MUMBAI (SUBURBAN),C1636770,799.0,1,1
MANDIR  NAGPUR,C5921633,799.0,1,1
THANJVUR,C7310018,799.0,1,1
SULDUNG,C2219289,798.51,1,1
MALUGRAM SILCHAR,C1179284,796.91,1,1
VIVEKANAND STATUE DURGAPUR,C8242756,796.0,1,1
THAKURLI EAST THANE,C1814552,795.3,1,1
BAPAT MARG LOWER PAREL WORLI,C7916892,795.0,1,1
HOTEL BANER PUNE,C3332066,795.0,1,1
KANDIVALI-E MUMBAI,C5170745,795.0,1,1
KARKHANA HYDERABAD,C6729415,795.0,1,1
SURYAPET NALGONDA (DT),C2037465,795.0,1,1
SANKARANDAMPALAYAM,C7515833,794.0,1,1
ELCO MARKET BANDRA (W) MUMBAI,C3110566,792.0,1,1
KOVAIPUDUR,C9011380,792.0,1,1
MAHA RAJA HOTEL HYDERABAD,C8468771,791.0,1,1
MANDIR GOHANA,C1747770,791.0,1,1
ZADESHWAR,C1413454,791.0,1,1
GAYATRI TEMPLE SURAT,C8242157,790.0,1,1
MUNDGOD,C1523217,790.0,1,1
KASARGODE (DIST),C1530386,789.0,1,1
TATANAGAR,C7415989,789.0,1,1
KALEWADI VILL/TOWN/CITY PUNE,C6241261,788.76,1,1
DISTRICT KENDRAPARA,C6440864,787.0,1,1
KRISHNA HOTEL NAVI MUMBAI,C1822641,787.0,1,1
GUTHANISIWAN,C2014550,785.95,1,1
ICHALAKARANJI,C1315491,785.4,1,1
TALUK CHENNAI DISTRICT CHENNAI,C4725869,785.0,1,1
JUBBAL,C2128726,784.62,1,1
3RD FLR HYDERABAD,C5957944,784.0,1,1
EAST MIRA BHAYANDER MIRA ROAD THANE,C6137656,784.0,1,1
GONTUVANI PALEM,C7922165,784.0,1,1
PUMP CHAKALA ANDHERI E MUMBAI,C1510358,784.0,1,1
MANTAPAM HOSUR,C7813325,783.0,1,1
DHAMLEY,C8228629,782.0,1,1
ERNAKULAM DT,C8841789,781.0,1,1
SANGANER JAIPUR,C3339247,780.18,1,1
HAZARIBAG,C8117283,780.0,1,1
INDIA VADODARA,C8429888,780.0,1,1
MANESAR GURGAON,C4567739,780.0,1,1
RANNI,C8241615,780.0,1,1
NAVI MUMBAI NERUL NODE 3 THANE,C8534124,779.65,1,1
BASSEIN ROAD THANE,C1130325,779.64,1,1
KARVIR KOLHAPUR KOLHAPUR,C5516012,778.0,1,1
RESTARENT PUNE,C8938847,778.0,1,1
CHUNNABHATTI SIGNAL MUMBAI,C5133090,777.0,1,1
DIST UKHRUL,C7428875,777.0,1,1
BHAYA SONPUR,C6424382,776.0,1,1
VILLIPURAM DIST,C1471270,775.0,1,1
SCIENCE NAVI MUMBAI,C6136043,774.0,1,1
HERO HONDA SHOW ROOM HOSUR,C7235422,773.59,1,1
STORE GWALIOR,C2140562,773.51,1,1
RUDRAPUR DIST U S NAGAR RUDRAPUR,C6534533,772.0,1,1
PAULS HIGH SCHOOL MIRA ROAD E THANE,C1624464,771.0,1,1
RAIKOT,C7237923,770.0,1,1
SOPARA  MUMBAI,C6937335,770.0,1,1
THANE ULHASNAGAR,C2138476,770.0,1,1
VPO WAZIRABAD,C7018845,770.0,1,1
MAHUAR,C8610577,769.0,1,1
KHUSKHERA,C7496559,768.0,1,1
EXCHANGE RD ANDHERI E MUMBAI,C2619471,767.0,1,1
APPT BANGALORE NORTH BANGALORE,C6512127,764.28,1,1
BANLA DIST,C7735532,764.1,1,1
AUTO GUARAGE THANE,C3932686,763.97,1,1
MAHENDER GARH,C5818217,762.95,1,1
MEERA BAI HOSPITAL HOSUR,C5763635,762.87,1,1
KUNDAPUR,C7373737,761.0,1,1
AAREYMILK COLONY MUMBAI,C1513259,760.77,1,1
BACKSIDE HUBLI,C5131075,760.0,1,1
STATION SOUTH 24 PARGANAS,C4682233,760.0,1,1
PUNIGAM,C4131312,758.0,1,1
KOVVUR WEST GODAVARI,C2633776,757.4,1,1
SANGRUR PUNJAB DHURI,C1832368,756.0,1,1
TIRUVANNAMAI,C4515263,756.0,1,1
JOSHI RD ELPHINSTONE MUMBAI,C1459587,755.0,1,1
TEHRIGARHWAL,C8131714,755.0,1,1
MADURAI (DT),C4738714,754.45,1,1
DHUPGURI,C6937686,753.0,1,1
TALUK KANCHIPURAM DIST,C5121175,752.5,1,1
VELACHERY CHEENNAI,C1039645,750.49,1,1
BETTIAH,C6587257,750.0,1,1
BHYANDAR E THANE,C1242131,750.0,1,1
CHANANACHERRY,C6125614,750.0,1,1
CHOWKI BAVDHAN PUNE,C2939457,750.0,1,1
DEPALPUR,C7242063,750.0,1,1
DISTT PANIPAT PANIPAT,C4342116,750.0,1,1
ELPHINSTON (W),C5635218,750.0,1,1
KOLHAPUR RANGOLI,C5330154,750.0,1,1
MALAD(W) MUMBAI,C8323931,750.0,1,1
MORMUGAO SOUTH GOA,C7965712,750.0,1,1
NAGAR BUS STOP HYDERABAD,C5444429,750.0,1,1
RAJARAJESWARI NAGAR BANGALORE,C7729635,750.0,1,1
RATALAM,C3719461,750.0,1,1
ROAD KARELI BAUG VADODARA,C2986269,750.0,1,1
ROOM OPP AXIS BANK BRANCH MUMBAI,C6026661,750.0,1,1
TAL HAVELI DIS PUNE,C2721914,750.0,1,1
YOKOHAMA-SHI,C6726320,749.94,1,1
TA AND DIST-ANAND,C7014785,749.07,1,1
FLYOVER ROAD FARIDABAD,C7342436,749.0,1,1
ROAD BORIVALI-E MUMBAI,C6931466,749.0,1,1
DOMBIVALI (W) THANE,C1733634,748.6,1,1
HOTEL GREATER NODIA,C2530550,748.34,1,1
BALURGHAT,C7591042,748.0,1,1
DHANBAD NIRSA,C6242312,748.0,1,1
PAS BARMER BARMER,C5522018,747.68,1,1
BARODA-VADODARA,C5727049,747.0,1,1
E KALYAN TILAK NGR THANE,C8547547,747.0,1,1
KOVILPATTI,C6522358,747.0,1,1
NERUL NR POWER HOUSE NAVI MUMBAI,C8936641,746.9,1,1
KADIRI,C3317717,746.25,1,1
SONARPUR,C5417945,743.28,1,1
HOSPITAL THANE WEST,C7832472,743.0,1,1
VERSOVA ANDHERI WEST MUMBAI,C7114661,743.0,1,1
DHAKHOLI,C6530949,740.0,1,1
HOSPITAL ERNAKULAM,C1631274,740.0,1,1
RINGROAD VARTHUR HOBLI BANGALORE,C8231437,740.0,1,1
MAHIM,C5317644,737.0,1,1
EDARAPALLI,C2770615,736.0,1,1
MANDAWALI,C3040292,736.0,1,1
VIHAR THANE WEST,C5763918,735.9,1,1
LAUBANJ,C1029252,735.02,1,1
CENTRAL CAMERA BUILDING MUMBAI,C4094750,735.0,1,1
EAST MIRA BHAYANDER THANE,C1320560,735.0,1,1
INTERNATIONAL SCHOOL PUNE,C5226571,735.0,1,1
CO-OPERATIVE BANK DELHI,C4677856,734.0,1,1
KARODU,C2538264,733.0,1,1
NOKRA,C3133625,733.0,1,1
ELECTRIC VASAI,C1624884,731.95,1,1
VODAFONE MUMBAI,C1841143,731.0,1,1
DISTT MUMBAI MUMBAI,C5642668,730.0,1,1
GUIRIM BARDEZ,C7937675,730.0,1,1
JAMUL,C8439130,730.0,1,1
MEGHPAR BORICHI,C2830889,730.0,1,1
MUNICIPALITY KOLKATA,C6620861,730.0,1,1
MUMBAI CHINCHBUNDER MUMBAI,C4531716,727.0,1,1
SHANIMAHATHMA TEMPLE BANGALORE,C5731965,727.0,1,1
J P NGR 3RD PHASE BANGALORE,C1183365,726.0,1,1
NR ST JOSEPHS HIGH SCHOOL HYDERABAD,C8839845,726.0,1,1
DOMBVALI,C3683186,725.0,1,1
JB NAGAR CHAKALA ANDHERI E MUMBAI,C1427723,725.0,1,1
CHERUPUZHA,C8715566,724.0,1,1
NALLASOPARA EAST PALGHAR,C4327865,723.8,1,1
PUNKUNNU,C4029482,723.77,1,1
NANDIVALI KALYAN EST,C6342779,723.1,1,1
GWALIOR RESIDENCY,C5457216,723.0,1,1
BHOGPUR,C9024518,722.0,1,1
SUB URBAN MUMBAI,C8172816,720.4,1,1
AMBEWADI ANDHERI EAST MUMBAI,C3836170,720.0,1,1
AMBUR VELLORE,C3445916,720.0,1,1
BURARI NEAR NALA DELHI,C1015958,720.0,1,1
COLLEGE CHENNAI,C2632418,720.0,1,1
NR SANTOSHI MATA MANDIR DOMBIVALI W,C7226853,720.0,1,1
SALAI PUDUCHERRY,C4510143,720.0,1,1
TANUKU,C2127333,720.0,1,1
ZIRA,C7848946,720.0,1,1
PANIAPT,C6992792,718.0,1,1
TECHNO SCHOOL BANGALORE,C2724690,718.0,1,1
SHARMA GENERAL STORE GHAZIABAD,C7023141,717.0,1,1
NEYVELI TS,C4122954,715.0,1,1
QUTHBULLAPUR,C6837555,715.0,1,1
SAHAR RD ANDHERI (E) MUMBAI,C1914768,715.0,1,1
SHAHAR PUNE,C3316822,715.0,1,1
SRINGERI,C1434262,715.0,1,1
JUHU MUMBAI,C3532120,714.24,1,1
DODDAKALLASANDRA BANGALORE,C7539977,713.0,1,1
NIETAN PUBLIC SCHOOL DELHI,C8415426,712.0,1,1
MANI DAMAN,C1021428,711.3,1,1
ARUVAPPULAM,C1431929,711.0,1,1
GHODBUNDER ROAD THANE,C6787472,711.0,1,1
HEALTHCARE BACK VISAKHAPATNAM,C8155720,711.0,1,1
BUDAPEST,C6441784,710.75,1,1
CANACONA SOUTH GOA,C8516873,710.65,1,1
TAL DIST PALGHAR,C1235147,710.0,1,1
RENAPUR,C4535476,708.2,1,1
TALAKAVERI BANGALORE,C7637229,708.0,1,1
AMBAWADI,C8418290,705.0,1,1
JOYPUR,C4113071,705.0,1,1
TARAPORE GARDEN OSHIWARA MUMBAI,C7718566,704.0,1,1
MINTO BRIDGE NEW DELHI,C3125539,701.0,1,1
SAHIPURI,C8434471,701.0,1,1
CHICHWAD PUNE,C8727237,700.3,1,1
27B FARIDABAD,C8610234,700.0,1,1
BANK MUMBAI,C5626044,700.0,1,1
BEHIND SANGEETA MOBILES BANGALORE,C6727873,700.0,1,1
BHUNA,C2712451,700.0,1,1
BISALPUR,C7928291,700.0,1,1
CHANDRAPUR (MH) CHANDRAPUR,C6436638,700.0,1,1
DIDWANA,C8411286,700.0,1,1
DIST NAVSARI,C7223565,700.0,1,1
"DOMBIVALI -WEST,THANE",C6611233,700.0,1,1
HALL YAPRAL JAWAHANGR KV RANGAREDDY,C4067542,700.0,1,1
HOSAKEREHALLI BANGALORE,C7037365,700.0,1,1
ISLAMPUR NALANDA,C8378432,700.0,1,1
JALANDHAR CITY,C3942415,700.0,1,1
KOSAMBA,C8220092,700.0,1,1
MALAD WEST DELY WEST MUMBAI,C3433921,700.0,1,1
MUMBRA THANE,C8333926,700.0,1,1
NALASOPARA ( E ) THANE,C6328612,700.0,1,1
NASHIK 3,C7427328,700.0,1,1
NAVI KOPAR KHAIRANE,C3895490,700.0,1,1
NR UNITY HOSPITAL BANGALORE,C5634113,700.0,1,1
PALLIPALAYAM,C3023667,700.0,1,1
PATHANKOT PATHANKOT,C6117628,700.0,1,1
RAJKOT MAVDI,C4252859,700.0,1,1
SRIGANAGAR,C7032552,700.0,1,1
THIRUPATHI CHITTOOR,C5722686,700.0,1,1
UDAWADA,C2622826,700.0,1,1
PYDHONIE MUMBAI MUMBAI MANDVIMUMBAI,C5413633,699.3,1,1
BUNK PURVA VANTAGE APT BANGALORE,C4139531,699.0,1,1
GOVERDHAN CHOWK RAJKOT,C5932912,699.0,1,1
MARKET NASHIK,C1515140,699.0,1,1
SUPRE STORE BANGALORE,C3362225,699.0,1,1
SIVAGIRI,C4128574,698.0,1,1
TELANAGANA,C6534523,697.5,1,1
DISTT PUNE,C7536751,697.0,1,1
GROSSERY SHOP MEDINIPUR,C6413531,697.0,1,1
BARIGADE ROAD AREA BANGALORE,C5627139,696.95,1,1
ACANTT,C6490789,696.0,1,1
HUZUR,C3931118,696.0,1,1
KADAVUR TALUK,C6457232,695.0,1,1
N H NO 8 VAPI VAPI,C1617724,695.0,1,1
SHAMA,C2016869,695.0,1,1
UTHUKOTTA I,C4974954,695.0,1,1
YELLUKUNTE BANGALORE,C7137311,695.0,1,1
DAIRY DEPO HAORA,C1119188,693.0,1,1
BAHARACHHAT TEH MARIHAN MIRZAPUR,C1717073,692.0,1,1
KHORDA,C1021221,692.0,1,1
DHOOL SIRAS NEW DELHI,C1942232,691.0,1,1
BEHIND BIRLA TEXTILE BADDI,C6441618,690.0,1,1
KHAGUL PATNA,C6110775,690.0,1,1
PALANWA,C7320318,690.0,1,1
ROAD DELHI,C4668854,690.0,1,1
SHAHADA,C1712639,690.0,1,1
VILLAGE ROAD BANGLORE,C6139084,689.01,1,1
AMBARNATH EAST,C6031591,689.0,1,1
GOBARDANGA,C4240413,689.0,1,1
KAKHERI,C6959745,688.0,1,1
VILL K R PURAM HOBLI BANGALORE,C3312077,688.0,1,1
KANJURMARG W MUMBAI,C2641978,686.0,1,1
THANE KALYAN D C THANE,C8534029,686.0,1,1
CHOWK MOTA VARACHHA SURAT,C1720579,685.0,1,1
9 HOTEL PUNE,C5130324,683.0,1,1
PARK HYDERABAD,C3415375,683.0,1,1
BANGALORE DIST,C3012551,680.0,1,1
BHIMPUR,C2220932,680.0,1,1
KIDWAI NAGAR,C4639658,680.0,1,1
KANPUR DEHAT,C2140087,679.0,1,1
NAMAKKAL TK DT,C1231434,679.0,1,1
ABOVE YES BANK BANGALROE,C7166748,678.0,1,1
PO BHADRAKALI,C8824930,678.0,1,1
SATTUR,C4230954,678.0,1,1
RASIPURAM,C6727263,676.0,1,1
NARDIGANJ NAWADA,C3733125,675.75,1,1
BAHRAIN,C8736172,675.71,1,1
DADAR WEST MUMBAI,C8224274,675.0,1,1
KARANTH NAGAR BANGALORE,C1735962,675.0,1,1
NILAYAM HYDERABAD,C7615021,675.0,1,1
RANGA REDDY DIST,C7423591,675.0,1,1
DHARAVI EAST MUMBAI,C6923362,674.87,1,1
MAHALPAT KANGRA,C2016447,673.0,1,1
TECHNO SCHOOL VISAKHAPATNAM,C7420952,673.0,1,1
BACKSIDE TIRUPUR,C1125568,670.0,1,1
HOSPITAL VISAKHAPATNAM,C7020718,670.0,1,1
SHAHDARA S O EAST DELHI,C6818460,670.0,1,1
THE ACRCE CLUB CHEMBUR MUMBAI,C7285945,670.0,1,1
VELACHERY CHENNAI,C2334341,670.0,1,1
MAIN NAJAFGARH RD NEW DELHI,C6613533,669.0,1,1
NAMBOL,C7034371,668.0,1,1
NAZAFGARD,C1323442,668.0,1,1
KHOKHARA AHMEDABAD,C8128550,667.0,1,1
MATHURA ROAD FARIDABAD,C7839346,667.0,1,1
PARK BHAYANDAR EAST THANE,C4715429,667.0,1,1
HAVELI SOUTH OF MUTHA RIVER PUNE,C3534750,666.68,1,1
JC RESIDENCY MADURAI,C4717577,666.0,1,1
AMBARNATH THANE THANE,C3821019,665.0,1,1
TIRUVAURR,C1323541,664.0,1,1
CINEMA KIRTI NAGAR NEW DELHI,C1319477,663.09,1,1
VIRAR THANE,C3620724,662.44,1,1
(WEST) DIST PALGHAR PALGHAR,C5013523,662.31,1,1
CHIKKAMANGALORE,C2536530,662.0,1,1
NODE 3 NAVI MUMBAI,C6741070,662.0,1,1
PANNA,C1339732,662.0,1,1
GAON AIROLI NAVI MUMBAI,C8610254,661.29,1,1
(METRO) NR RAM MANDIR KAMRUP(METRO),C1023655,661.0,1,1
ERODE DT,C2023284,660.26,1,1
GREATOR NOIDA WEST,C7945832,660.0,1,1
IT SOLUTIONS BANASWADI BENGALURU,C3940037,660.0,1,1
RESIDENCY HOTEL BANGALORE,C6392622,660.0,1,1
BAMBOLIA,C1312236,659.0,1,1
